date,wheat
2021-04-30,239.9361433333333
2021-05-31,278.44700539682526
2021-06-30,238.7670266666666
2021-07-31,243.628006984127
2021-08-31,274.87603
2021-09-30,269.7335073015873
2021-10-31,294.03681825396814
2021-11-30,317.4373548133334
2021-12-31,324.0179005555556
2022-01-31,326.0816698333334
2022-02-28,347.5032275000001
