,lwti,lpri,d2pri,llwip,dllgop,dl2lgop,vix,gs10,tb3ms,baa10y,brent,gold,bdi,cny_usd,indpro,gpr_chn_l1,gpr_usa_l1,copper,wheat
1994-02-28,2.310055416359211,-0.7326682560454053,-0.2,4.187897,0.005271435,0.006392479,11.290476163228353,5.75,2.98,1.85,0.0403939262259998,0.009296595039918643,0.08344161421398333,0.40545937529728127,0.0028736794669281807,0.18448293209075928,1.8379966020584106,0.04727783165136845,-0.03487510602783228
1994-03-31,2.299180254839205,-0.48121182505959725,0.3,4.1911917,-0.0029172897,0.005271435,13.644210464075991,5.97,3.25,1.77,-0.03485144574400456,-0.012929588672626835,-0.022708206910838413,0.0005158213996843131,0.0005827318302769058,0.15734776854515076,2.6492974758148193,0.031593769093332114,-0.04110852549522637
1994-04-30,2.409439058118239,-0.29567304756341556,-0.1,4.1990075,-0.0015120506,-0.0029172897,15.223478317260742,6.48,3.5,1.59,0.0014920536759470693,0.005796058208292543,-0.13970517770809998,0.00041246563371188927,0.010149890606631295,0.3976801931858063,2.0049710273742676,0.02546232576008034,-0.041617480900598025
1994-05-31,2.495024779953585,-0.19869011034923464,-0.1,4.2054615,-0.0075478554,-0.0015120506,16.471052671733656,6.97,3.68,1.48,0.09706527215658545,-0.0180199254775113,-0.03149021792425444,-0.0005843765384438981,0.005896138042652765,0.27801910042762756,2.175499677658081,-0.01676418032496141,-0.004199776654066234
1994-06-30,2.556750235883665,-0.19869011034923464,-0.1,4.2106323,0.0072426796,-0.0075478554,13.897142818995885,7.18,4.14,1.51,0.060899391982676576,0.01096623616573833,-0.02408042562829671,-0.0051826388820961355,0.004590495958547436,0.3477795720100403,2.364232301712036,0.13090703773503432,-0.0021761454568371974
1994-07-31,2.5833361935700814,-0.19869011034923464,0.0,4.218093,0.005112171,0.0072426796,13.408636353232644,7.1,4.14,1.52,0.03491469597542407,0.010976944145858702,-0.006502936987930141,-0.000910594658138475,0.006728449687136262,0.56477952003479,2.7626564502716064,0.09706405974601129,-0.006032730048207924
1994-08-31,2.512486996970173,-0.09983407889920064,0.1,4.220414,-0.006495476,0.005112171,12.48449993133545,7.3,4.33,1.49,0.048686922411978806,-0.0003890394664756158,-0.012500014055634168,-0.0036969900120480403,0.0013295056794984106,0.18375343084335327,2.284783124923706,0.03498953802075988,-0.01230748278220073
1994-09-30,2.459125031854403,-0.09983407889920064,-0.1,4.230782,-0.0017127991,-0.006495476,11.889130467953889,7.24,4.48,1.55,-0.04098865498622617,-0.01339707965845971,0.06414246897920073,-0.0070388470978119955,0.006681857512926825,0.19237619638442993,2.13395094871521,-0.015437058714781848,0.059417656202686686
1994-10-31,2.4726723650841165,0.29567304756342927,0.4,4.2344246,0.010021687,-0.0017127991,13.23333336058117,7.46,4.62,1.5,-0.060878596052030165,0.029071664157883426,0.03429786482260866,-0.003397729944430772,0.0031405492615519393,0.23000168800354004,2.3236935138702393,0.038702275118370544,0.08378013191865552
1994-11-30,2.4917810531767524,0.5688248987322535,-0.1,4.241823,0.008062363,0.010021687,15.245238031659808,7.74,4.95,1.4,0.03677841932218762,-0.004633015262330176,-0.04855454861491104,-0.0004679457268359499,0.00801293123785829,0.30668842792510986,2.1631321907043457,0.016307558083914486,0.05156734013226494
1994-12-31,2.4364495414084915,0.5688248987322535,-0.3,4.2504816,0.0028128624,0.008062363,16.38380949837821,7.96,5.29,1.3,0.04162412986801822,-0.01389915937720243,-0.019400918989051164,-0.001991215884860509,0.006812622956685388,0.19561268389225006,1.9211959838867188,0.09635200432526858,-0.031604644863688414
1995-01-31,2.4810231497616027,0.5688248987322535,0.0,4.26168,0.0052170753,0.0028128624,14.177142824445452,7.81,5.6,1.3,-0.0760774782335738,-0.013356578197678992,-0.1181338850108169,-0.007390355609886434,0.010166425922232492,0.15591226518154144,2.097728729248047,0.061273336660199185,0.016135748170246877
1995-02-28,2.5079438605115563,0.3900353197707218,-0.2,4.258207,-0.0068473816,0.0052170753,12.274285679771786,7.78,5.71,1.33,0.0381715212349345,-0.0019529194426004537,-0.09258178757771596,-0.0009217352909063337,0.001700536197938085,0.18747931718826294,1.668933629989624,0.007540825272577045,-0.05242938704859501
1995-03-31,2.507036511296103,0.5688248987322535,0.4,4.260187,0.008084774,-0.0068473816,11.470000016061883,7.47,5.77,1.53,0.03342487086143153,-0.005058340477403611,0.0709609573814376,-0.0008634200246615542,-0.0011286873050115886,0.19181585311889648,1.5944693088531494,-0.04523012934364612,-0.011544187523256255
1995-04-30,2.5718173775902873,0.5688248987322535,-0.2,4.259563,-0.011940479,0.008084774,12.166521735813307,7.2,5.73,1.49,-0.006329155213824045,0.014444871329896358,0.04496322354154003,-0.0005562953243032354,0.0016603011582869698,0.13410502672195435,1.7398362159729004,0.017003091693680084,-0.026471611552915775
1995-05-31,2.5632790207281797,0.09983407889921461,-0.5,4.2640624,0.012854576,-0.011940479,12.442631570916427,7.06,5.65,1.51,0.09215987438963502,0.023049587982953312,0.015541259038007738,-0.002252012946695192,-0.0017277257902161836,0.21382488310337067,2.2009217739105225,-0.008525251527069955,-0.00940220424768512
1995-06-30,2.4920985735627066,-0.09983407889920064,0.3,4.2601323,0.00019073486,0.012854576,12.265909194946289,6.63,5.67,1.66,-0.01607766157923196,-0.014969683728685013,0.04944135749697054,-0.01216520801748544,0.004898906985118856,0.2834611237049103,1.991496205329895,-0.04353230746314107,0.06265514852440646
1995-07-31,2.428056568641468,-0.19869011034923464,0.1,4.265083,-0.013842583,0.00019073486,11.89681811766191,6.17,5.47,1.74,-0.05823720348439565,0.006056075860726651,0.0381462821102847,-0.0005286364906309515,0.0033088514322034968,0.19586828351020813,2.1323773860931396,0.07508341728567292,0.06922725042659206
1995-08-31,2.467423110268301,-0.19869011034923464,0.1,4.2639537,0.015337944,-0.013842583,12.514000129699706,6.28,5.42,1.72,-0.08800205568550545,-0.0034376285807500295,0.02099836844679004,-9.614575704164352e-05,-0.00418989274010606,0.233963742852211,2.2772469520568848,0.029278536749682615,0.11178739491635259
1995-09-30,2.477147472015025,-0.19869011034923464,0.0,4.2702355,0.0021414757,0.015337944,12.79826085463814,6.49,5.4,1.73,0.015153529542090816,-0.006650238822714094,-0.037132839627439296,0.0011411344113128052,0.013169322992450994,0.2190409153699875,2.3781585693359375,-0.011874037872068754,-0.030401869932055625
1995-10-31,2.430236037441673,-0.09983407889920064,0.1,4.2703676,0.00630188,0.0021414757,12.057000017166137,6.2,5.28,1.71,0.03678681923186167,-0.0015911732388236288,0.03994071396741106,0.0010438977928224347,0.004025176187479218,0.17797636985778809,1.4541047811508179,-0.04360318254374551,0.04909133756695283
1995-11-30,2.459983583405983,7.105427357600977e-15,0.0,4.270344,-0.0057911873,0.00630188,14.357272711667148,6.04,5.28,1.7,-0.03588357879560844,0.00020882276244016396,0.03409309048217146,-0.0004318255491915224,-0.0017591074109057914,0.1446712762117386,1.38241446018219,-0.03509038894840266,0.050936341102393534
1995-12-31,2.515409174506477,7.105427357600977e-15,-0.1,4.2754836,0.0034880638,-0.0057911873,12.469047546386719,5.93,5.36,1.81,0.045501245282038916,0.005647747460594488,-0.030343158364967593,-0.0003960039652146641,0.0026320058946325275,0.13072383403778076,1.550011157989502,0.059257709497138045,0.0013513185940539074
1996-01-31,2.501785589126426,7.105427357600977e-15,0.0,4.283274,0.0062770844,0.0034880638,11.74849991798401,5.71,5.14,1.8,0.06121319632919331,0.005512792997423688,0.037364146210318694,0.000695902601724363,0.003464824423083712,0.17111022770404816,1.412654161453247,-0.02149581810483081,0.023525110239553726
1996-02-29,2.5098614886811723,7.105427357600977e-15,0.0,4.2813363,-0.0007891655,0.0062770844,13.473636237057773,5.65,5.0,1.82,-0.004029321972140121,0.030527602833076983,0.07907964254303046,-0.00043188253466563964,-0.005740078791367509,0.20899832248687744,1.4743882417678833,-0.11353798765120704,-0.06167757064426116
1996-03-31,2.6200444684607964,-0.8813735870195379,-1.0,4.281046,0.0062441826,-0.0007891655,15.032999801635743,5.81,4.83,1.78,0.00813710098359044,0.013205697933508453,0.056632037103243604,0.0008755675256058026,0.014529159926465418,0.39804163575172424,1.6478923559188843,-0.023432960181480667,0.04838885749719779
1996-04-30,2.7146480754147446,-0.8813735870195379,1.0,4.286027,-0.0023612976,0.0062441826,17.762380781627837,6.27,4.96,1.78,0.09798111386465536,-0.021349925137736037,-0.037219881750427675,0.0015214230034024112,-0.0012250426290405514,0.38923364877700806,1.7185032367706299,0.007315289105146228,-0.004422904207620704
1996-05-31,2.6091102532473065,-1.0159731341796878,-0.2,4.2900424,-0.002286911,-0.0023612976,16.575238000778924,6.51,4.95,1.61,0.05147312182145658,-0.008516514101992279,0.0008392708142324068,-0.00044301032220195324,0.009901218260520928,0.36347660422325134,1.7814347743988037,0.011953557636181777,0.15435768008979167
1996-06-30,2.5688199191149272,-0.8813735870195379,0.4,4.2966685,-1.5735626e-05,-0.002286911,16.14636369185014,6.74,5.02,1.48,-0.08722173398051059,-0.002344607205715832,-0.0027290837794335943,-0.0005510434026207989,0.0074455836229239125,0.30013543367385864,1.3213279247283936,0.024592040222112033,0.037203415218271196
1996-07-31,2.608569979937427,-0.8088669356527773,-0.1,4.2981224,0.005094528,-1.5735626e-05,16.395000171661376,6.91,5.09,1.51,-0.03713473618381258,-0.017138865222055877,0.009649317632639764,-0.00040748820046543344,0.007593378241184112,0.28210219740867615,1.312994122505188,-0.1996372299236695,-0.144135769702455
1996-08-31,2.636873922634315,-0.8088669356527773,-0.1,4.30124,0.0011930466,0.005094528,17.97863635149869,6.87,5.15,1.5,0.05862560203848721,-0.004682996304516074,-0.01606152827753604,-0.00016783753366178544,0.00015374603570972312,0.1941879838705063,1.604606032371521,-0.09314119969667978,-0.09160201964971382
1996-09-30,2.722112768870702,-0.8088669356527773,0.0,4.305388,-0.005522251,0.0011930466,15.760454698042436,6.64,5.05,1.48,0.0469864387335126,0.010067286188368385,0.0332517563892214,-0.0005276728550813736,0.0051052352845752935,0.19202731549739838,1.6037836074829102,0.016954013915559507,-0.07884755803365628
1996-10-31,2.7561779341252,-0.8088669356527773,0.0,4.310387,0.0074191093,-0.005522251,16.578000020980834,6.83,5.09,1.5,0.09826884912940681,-0.0109282194409559,0.017939970188265875,-0.0005519558575457495,0.006239632118214544,0.22505903244018555,2.0218417644500732,-0.04189191834884998,-0.05968950505032655
1996-11-30,2.704051458533042,-0.48121182505959725,0.4,4.313238,0.0056996346,0.0074191093,16.381739201753035,6.53,4.99,1.54,0.06550884118439981,-0.0054173723518777805,0.07338110480689508,-0.000204060810829354,0.00029609405001806977,0.11050082743167877,1.0725080966949463,0.012900061698757348,-0.008130634571314133
1996-12-31,2.7699926463609374,-0.2956730475634159,-0.2,4.3177752,0.006966591,0.0056996346,15.996999740600586,6.2,5.03,1.65,-0.05982265626471506,-0.008485793818348242,0.056348398698309765,0.00014404724774630395,0.009144785172068737,0.1865861564874649,1.0855921506881714,0.12240160190413985,-0.0019486444233880462
1997-01-31,2.759406228779201,-0.2956730475634159,-0.2,4.323128,0.008775234,0.006966591,19.260952449980238,6.3,4.91,1.54,0.043987352953211545,-0.02370064742620226,0.016403785460948228,-0.00033614252759539553,0.006386648092456149,0.2230117917060852,1.5119444131851196,0.021950153428914376,-0.008512456675578761
1997-02-28,2.632415768673461,-0.09983407889920051,0.2,4.3263674,-0.00094747543,0.008775234,19.473181551153008,6.58,5.03,1.5,-0.010371087983883864,-0.03836904340661551,0.019181165142470036,-0.000600535695872928,0.0015838703738682014,0.09804660826921463,0.9729240536689758,0.06937226223482451,-0.00024026529030152233
1997-03-31,2.5752932864884586,0.19869011034924833,0.1,4.3319535,0.0055060387,-0.00094747543,20.139473563746403,6.42,5.01,1.49,-0.12122076086594014,-0.02431392842181257,-0.004366576393724841,0.00024025755725576303,0.011867816799596476,0.20562532544136047,1.050157904624939,-0.008540242575720391,-0.021810926498580407
1997-04-30,2.5122549153226723,0.19869011034924833,-0.3,4.340009,-0.00019645691,0.0055060387,20.169999980926512,6.69,5.14,1.4,-0.0859645979868704,0.01497758492898349,-0.03215954602624116,1.2011362749309029e-05,0.006326080160110159,0.18980300426483154,1.1519078016281128,0.005615579045342933,0.021321150561275815
1997-05-31,2.567015821421063,0.29567304756342927,0.1,4.345371,0.00792551,-0.00019645691,19.662272626703437,6.89,5.16,1.5,-0.08602399932512839,-0.02108425320788232,-0.04037630539337833,-0.00012012012026429986,0.0011715145153683437,0.2731319069862366,1.2982195615768433,-0.012835624439528459,0.045798069609754855
1997-06-30,2.482093708411386,0.29567304756342927,-0.1,4.3475804,-0.009963512,0.00792551,19.9247620900472,6.71,5.05,1.51,0.08025067007377373,-0.001830571039000084,0.11803442082311477,-0.00028834717199055504,0.005524360977567255,0.1992357224225998,1.1006957292556763,0.05058857275444684,-0.041666624331176294
1997-07-31,2.504558498844047,0.29567304756342927,0.0,4.356525,-0.011869431,-0.009963512,20.194285983131046,6.49,4.93,1.5,-0.07887937139447976,-0.008998015719559938,0.04543726634893375,-0.00016824092139566815,0.004585436547763777,0.1843758523464203,0.7511608600616455,0.03824610057235489,-0.1761773394943278
1997-08-31,2.5172349634679287,0.4812118250596098,0.2,4.3601427,0.0068826675,-0.011869431,20.529090881347656,6.22,5.05,1.54,0.04908807742471222,-0.050126307027138495,0.04941307503546888,-0.0035396136161467417,0.008505942659710719,0.18350493907928467,0.9073299765586853,-0.06408301887038448,-0.07951351201836498
1997-09-30,2.507701115530038,0.6526665660823615,0.0,4.3645544,0.013448715,0.0068826675,23.084762028285436,6.3,5.14,1.44,0.007069646282430675,-0.0002777306339307728,0.033686970041925335,0.003263156354077257,0.00995494609358527,0.13877806067466736,1.051243782043457,-0.08478500779088538,0.06629141593845667
1997-10-31,2.577492416239182,1.529660495090407,1.3,4.3695755,0.0054798126,0.013448715,23.812380836123513,6.21,4.95,1.54,-0.007261796619381311,-0.0036794871684371344,-0.09816221168478734,-0.00042084253294971674,0.009117575456573768,0.15430578589439392,0.860172688961029,-0.0669872680791812,-0.00797081793358334
1997-11-30,2.5236237713711507,1.4874828366412745,-1.6,4.376309,0.0077528954,0.0054798126,23.870869760927945,6.03,4.97,1.6,0.07331251329528321,0.006330209963263833,-0.13657272083944072,-0.0001804153165472222,0.008827849981996039,0.28928136825561523,1.0718635320663452,-0.025808373466873036,-0.014812028131074406
1997-12-31,2.426802540609684,1.529660495090407,0.2,4.374808,-0.002202034,0.0077528954,32.034737034847865,5.88,5.14,1.52,-0.0354041582648148,-0.059709289944746224,-0.19961654798547634,-0.00045719786635300963,0.007844288895028306,0.42283299565315247,1.4865221977233887,-0.0666354352267895,-0.006076364182998617
1998-01-31,2.3335811933630097,1.529660495090407,-0.1,4.374168,-0.0027947426,-0.002202034,26.276363719593395,5.81,5.16,1.53,-0.10970939307402716,-0.05818918316198296,0.0453908432465191,4.813593589236831e-05,0.00424944358291679,0.1542905867099762,0.9454402327537537,-0.0854049108856536,-0.042652225527499255
1998-02-28,2.293905559274323,1.529660495090407,0.0,4.37204,0.018118858,-0.0027947426,23.866499996185304,5.54,5.04,1.68,-0.12343893139036233,0.001246019820632327,-0.15577795742940026,0.0,0.004373784275946591,0.24241308867931366,1.113872766494751,-0.04283128403503689,-0.018507643568211662
1998-03-31,2.2269564970916957,1.570278543484981,0.1,4.37987,0.005493641,0.018118858,19.99894724394146,5.57,5.09,1.67,-0.07640851601871512,0.028607961953061256,0.1407919164527538,0.0,0.0016174896182681309,0.30539751052856445,1.838814377784729,-0.014083073100423782,0.007499675848150922
1998-04-30,2.2533015889034087,1.570278543484981,-0.1,4.3767595,-0.0017495155,0.005493641,20.158636353232644,5.65,5.03,1.67,-0.07115424629318623,-0.005223879900973394,0.06089732998921704,-0.0036166404701885035,0.0003515910121256738,0.17229296267032623,1.2498539686203003,0.04876679969323572,-0.0005729017630198285
1998-05-31,2.2125500281639945,1.6472311463710985,0.2,4.3760138,-0.0019898415,-0.0017495155,22.028571446736652,5.64,4.95,1.66,0.03179563671411856,0.040884167352639444,-0.026852157633280527,0.0036166404701885035,0.0034253831806134727,0.1768483817577362,1.0672954320907593,0.02986501665772323,-0.08150900748495893
1998-06-30,2.127119586562295,1.8496036794731807,0.4,4.378444,-0.0078930855,-0.0019898415,20.873999786376952,5.65,5.0,1.63,0.0600157242347632,-0.030262932791125685,-0.129114930866848,0.0,0.0065697125334116535,0.7952063679695129,1.957215666770935,-0.038776860285313575,0.001284357577579165
1998-07-31,2.154949094187981,1.8496036794731807,-0.6,4.3764286,-0.0041503906,-0.0078930855,21.662727269259367,5.5,4.98,1.67,-0.16270902326160597,-0.022928873006205386,-0.15160714656983565,0.0,-0.006016655286145145,0.5262264609336853,1.5843377113342285,-0.04431488665574612,-0.05185652400057883
1998-08-31,2.1012341716706886,1.879863584396912,0.1,4.375389,-0.0020608902,-0.0041503906,19.929999871687457,5.46,4.96,1.71,-0.010442225365108637,0.0018797319227843445,0.0006046907172780891,0.0,-0.003852986693513749,0.3266211152076721,1.147668719291687,-0.0005606195398799585,-0.05251030491229969
1998-09-30,2.2130684954874784,1.909274014016339,0.0,4.378804,-0.014672279,-0.0020608902,31.58809498378209,5.34,4.9,2.06,-0.013801020714641954,-0.030367337438168995,-0.11792405860191302,0.0,0.020491901058277584,0.2639833390712738,2.2329885959625244,-0.021823883388409904,-0.09453134023585363
1998-10-31,2.172447221137584,1.879863584396912,-0.2,4.3811545,0.001229763,-0.014672279,38.204762231735955,4.81,4.61,2.57,0.11332541511205063,0.016995994451153074,0.03382342060058363,-0.0038582155408160013,-0.0005323279149607174,0.1837109625339508,1.417198896408081,0.016437527766442805,0.005836926443055113
1998-11-30,2.058037999233275,1.879863584396912,0.1,4.384109,0.0017414093,0.001229763,36.608181953430176,4.53,3.96,2.65,-0.049258661961154804,0.02376545830477017,0.18365532749327151,-2.416071709143708e-05,0.006812999094851335,0.1529788374900818,1.226663589477539,-0.03791766034920041,0.13930608260192212
1998-12-31,1.9258989494359247,1.8496036794731807,-0.1,4.385734,0.012701988,0.0017414093,26.223000144958498,4.83,4.41,2.45,-0.1403421616202154,-0.006135092542214338,0.113329692153318,4.832085045647361e-05,-0.0007584271645324492,0.27200716733932495,1.6170976161956787,-0.00745436309939862,0.030346096563727443
1999-01-31,2.024370308496442,1.71905185120893,-0.3,4.384539,-0.0026159286,0.012701988,25.479090777310457,4.65,4.39,2.58,-0.11658131646074477,-0.008330536397668453,-0.014937660070412306,8.455587034150724e-05,0.004520149593450817,0.33179548382759094,1.7790558338165283,-0.06427019661612565,-0.03348130532346971
1999-02-28,1.986784184896389,1.6837431439977468,0.3,4.3940253,0.0032148361,-0.0026159286,28.03526316191021,4.72,4.34,2.55,0.12339310787239599,-0.01589638836848195,-0.006071184509989891,-0.00013287672079798085,0.0043112451049784895,0.2338293343782425,1.3240206241607666,-0.03010311980890812,0.0007923728579699585
1999-03-31,2.185560264971225,1.3979983651114378,-0.6,4.388257,0.0048532486,0.0032148361,28.82263153477719,5.0,4.44,2.24,-0.07886980636763141,0.0008704584383467662,-0.07094060331350782,0.00014495554721971615,0.006063079650347802,0.2279997318983078,1.2488939762115479,-0.013392371014476545,-0.0704795115635779
1999-04-30,2.3468009601440882,1.3979983651114378,0.7,4.3962774,-0.004823208,0.0048532486,25.309565419736117,5.23,4.44,2.31,0.19725182767702298,-0.004779440101566834,0.12369822103787875,0.00012078024049921865,0.0022660526894453525,0.4287277162075043,1.9307531118392944,-0.02470025298514056,0.0028454744060333326
1999-05-31,2.369567913552973,-0.2956730475634153,-2.2,4.3968825,-0.0217762,-0.004823208,23.478571483067103,5.18,4.29,2.22,0.20086070318859806,-0.011748701744050294,0.15544722185462945,-0.00012078024049921865,0.0022959860915063857,0.4187085032463074,2.3571739196777344,0.060005091977649805,-0.021697179764636587
1999-06-30,2.377424295152176,-0.2956730475634153,2.2,4.4061303,-0.0029492378,-0.0217762,26.204500198364258,5.54,4.5,2.18,-0.004537188609445408,-0.022109439931407238,0.027193078052926367,-4.8316181098684297e-05,0.006302647258385363,0.743427038192749,1.8464792966842651,0.03142132106028228,-0.026947868139679976
1999-07-31,2.48820055903959,-0.1986901103492341,0.1,4.4067507,-0.016116142,-0.0029492378,23.626363667574797,5.9,4.57,2.18,0.04104471710109747,-0.05628635724138764,0.03417754140135898,1.2079264131603651e-05,-0.0007846779120086467,0.5265735983848572,1.6317658424377441,-0.06022967402534185,0.003331875068337986
